model,train_setting,noise_type,norm_stage,macro_f1,accuracy,source_file,macro_precision,macro_recall,weighted_precision,weighted_recall,weighted_f1,clean_precision,clean_recall,clean_f1,clean_support,offensive_precision,offensive_recall,offensive_f1,offensive_support,hate_precision,hate_recall,hate_f1,hate_support,train_setting_clean
BiLSTM,bilstm_original_recheck,repeated_char,before_norm,0.3443144774751367,0.8101796407185629,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.4272301434136569,0.3514998090677992,0.7355692690873085,0.8101796407185629,0.7560164005128114,0.835930196322842,0.9670151405912041,0.8967073374561257,5548.0,0.12631578947368421,0.05405405405405406,0.07570977917981073,444.0,0.3194444444444444,0.03343023255813953,0.060526315789473685,688.0,original_recheck
BiLSTM,bilstm_original_recheck,repeated_char,after_norm,0.591216513178631,0.8252994011976048,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5775795387906876,0.6076915201783161,0.8378560021297858,0.8252994011976048,0.8310700542410739,0.9225482912332839,0.8952775775054074,0.9087083790706184,5548.0,0.3230769230769231,0.3783783783783784,0.34854771784232363,444.0,0.48711340206185566,0.5494186046511628,0.5163934426229508,688.0,original_recheck
BiLSTM,bilstm_original_recheck,special_char,before_norm,0.5256911130994831,0.7431137724550898,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5074770496941269,0.581038741915907,0.8173666387994262,0.7431137724550898,0.7730203719196406,0.9173072927488053,0.7957822638788753,0.8522343403146414,5548.0,0.18662674650698602,0.42117117117117114,0.25864453665283543,444.0,0.4184971098265896,0.5261627906976745,0.46619446233097234,688.0,original_recheck
BiLSTM,bilstm_original_recheck,special_char,after_norm,0.5942910759731381,0.8252994011976048,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5784555056431719,0.6140076714262258,0.8401146411891066,0.8252994011976048,0.8319967273001756,0.9252895031751961,0.8929343907714492,0.9088240689781691,5548.0,0.32325141776937616,0.38513513513513514,0.35149023638232274,444.0,0.4868255959849435,0.563953488372093,0.5225589225589226,688.0,original_recheck
BiLSTM,bilstm_original_recheck,masked_word,before_norm,0.443954020896881,0.5651197604790419,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.47042664006235374,0.5614518303031658,0.814468513415488,0.5651197604790419,0.6421675977311039,0.9253599764913312,0.5675919250180245,0.7036085353591778,5548.0,0.11295246402093327,0.5833333333333334,0.18925831202046037,444.0,0.37296747967479676,0.5334302325581395,0.43899521531100477,688.0,original_recheck
BiLSTM,bilstm_original_recheck,masked_word,after_norm,0.5543081296147204,0.7994011976047904,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5404566368540538,0.5731979275598599,0.8184817549589953,0.7994011976047904,0.8081168742505142,0.9086132482642146,0.8727469358327326,0.8903190217890963,5548.0,0.2619047619047619,0.34684684684684686,0.29844961240310075,444.0,0.4508519003931848,0.5,0.4741557546519642,688.0,original_recheck
BiLSTM,bilstm_original_recheck,slang_teencode,before_norm,0.59569109069034,0.8257485029940119,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5800749038847649,0.6151949051715991,0.840546173228645,0.8257485029940119,0.8324651713022465,0.9247713272353929,0.8929343907714492,0.9085740486015589,5548.0,0.3148148148148148,0.38288288288288286,0.34552845528455284,444.0,0.5006385696040868,0.5697674418604651,0.5329707681849082,688.0,original_recheck
BiLSTM,bilstm_original_recheck,slang_teencode,after_norm,0.5942221149496473,0.8251497005988024,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5780377874996131,0.6145301639141866,0.8405334074778498,0.8251497005988024,0.832092198246449,0.9257666417352282,0.892393655371305,0.9087738619676946,5548.0,0.3177570093457944,0.38288288288288286,0.3472931562819203,444.0,0.4905897114178168,0.5683139534883721,0.5265993265993266,688.0,original_recheck
BiLSTM,bilstm_original_recheck,mixed_noise,before_norm,0.1833473444380126,0.23188622754491017,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.34056749488856336,0.34199984952508383,0.6503886019362889,0.23188622754491017,0.29211610510614505,0.7527296082209377,0.21124729632299927,0.32990851513019,5548.0,0.0680382970055001,0.7522522522522522,0.12478983747431346,444.0,0.20093457943925233,0.0625,0.09534368070953436,688.0,original_recheck
BiLSTM,bilstm_original_recheck,mixed_noise,after_norm,0.4739059925194642,0.7522455089820359,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.46136337023473284,0.4944240666363451,0.7844356883989327,0.7522455089820359,0.7665063188288243,0.8910910140465653,0.8347152126892574,0.8619823173569102,5548.0,0.17592592592592593,0.21396396396396397,0.19308943089430894,444.0,0.3170731707317073,0.43459302325581395,0.3666462293071735,688.0,original_recheck
BiLSTM,bilstm_augmented_mixed,clean,before_norm,0.6010207018034271,0.8431137724550898,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.6027223502876035,0.6007035784883658,0.8415174758107481,0.8431137724550898,0.8421539572756623,0.9189627228525121,0.9197909156452776,0.9193766327357896,5548.0,0.3641025641025641,0.31981981981981983,0.3405275779376499,444.0,0.5251017639077341,0.5625,0.5431578947368421,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,clean,after_norm,0.6017265372095785,0.842814371257485,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.601066983624362,0.6036624107969742,0.8427628929805543,0.842814371257485,0.8426238442700608,0.9211715783764238,0.9183489545782264,0.9197581009116347,5548.0,0.36,0.32432432432432434,0.3412322274881517,444.0,0.5220293724966623,0.5683139534883721,0.5441892832289492,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,no_accent,before_norm,0.5867084643441566,0.8282934131736527,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5795495612974203,0.5954541230756418,0.8342541164858558,0.8282934131736527,0.8309831235939132,0.9178885630498533,0.9026676279740447,0.9102144674663759,5548.0,0.34553775743707094,0.3400900900900901,0.3427922814982974,444.0,0.47522236340533675,0.5436046511627907,0.5071186440677966,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,no_accent,after_norm,0.5870688918661207,0.828443113772455,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.579533781127125,0.5965211933987608,0.834837010039883,0.828443113772455,0.8312918060639435,0.918700679023674,0.9023071377072819,0.9104301173047195,5548.0,0.3456221198156682,0.33783783783783783,0.3416856492027335,444.0,0.4742785445420326,0.5494186046511628,0.509090909090909,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,repeated_char,before_norm,0.5956967338136568,0.8353293413173652,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.589251674063091,0.60559313840928,0.8410018402635003,0.8353293413173652,0.8376058857156395,0.9236697247706422,0.9073540014419611,0.9154391707583197,5548.0,0.35802469135802467,0.32657657657657657,0.3415783274440518,444.0,0.4860606060606061,0.5828488372093024,0.5300727032385988,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,repeated_char,after_norm,0.6005415384572813,0.8413173652694611,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5990732622479508,0.6033278483124227,0.8419288924683397,0.8413173652694611,0.8414451903478285,0.920862006519377,0.9165465032444124,0.9186991869918699,5548.0,0.3598014888337469,0.32657657657657657,0.34238488783943327,444.0,0.5165562913907285,0.5668604651162791,0.5405405405405406,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,special_char,before_norm,0.5917655592223575,0.837874251497006,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5910272580406163,0.5925587869269648,0.8381691222692182,0.837874251497006,0.838013628603215,0.9180505415162454,0.9167267483777938,0.9173881673881674,5548.0,0.33867276887871856,0.3333333333333333,0.33598183881952326,444.0,0.5163584637268848,0.5276162790697675,0.5219266714593818,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,special_char,after_norm,0.602081051741951,0.8431137724550898,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.6018251945776015,0.6037825742192285,0.8428850718903238,0.8431137724550898,0.8428158805208421,0.9212000722935116,0.9187094448449892,0.9199530728273622,5548.0,0.36363636363636365,0.32432432432432434,0.34285714285714286,444.0,0.5206391478029294,0.5683139534883721,0.5434329395413482,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,masked_word,before_norm,0.587275560379139,0.8345808383233533,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.586493244323978,0.5882080584969537,0.8347478366047091,0.8345808383233533,0.8346437650843185,0.9149666004693988,0.9134823359769286,0.9142238657887616,5548.0,0.3325581395348837,0.32207207207207206,0.32723112128146453,444.0,0.5119549929676512,0.5290697674418605,0.5203716940671909,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,masked_word,after_norm,0.5751123562320929,0.8244011976047905,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.570347408409902,0.5802447425292868,0.8280455351816279,0.8244011976047905,0.8261522153995758,0.9111758281761922,0.9023071377072819,0.9067197971381996,5548.0,0.3039647577092511,0.3108108108108108,0.30734966592427615,444.0,0.4959016393442623,0.5276162790697675,0.5112676056338028,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,slang_teencode,before_norm,0.6004321960466402,0.8411676646706587,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.6001899233756953,0.6015200440040315,0.8409758522995097,0.8411676646706587,0.8409645293051591,0.9192703630124616,0.9174477289113194,0.9183581416328371,5548.0,0.36363636363636365,0.3333333333333333,0.34782608695652173,444.0,0.5176630434782609,0.5537790697674418,0.5351123595505618,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,slang_teencode,after_norm,0.6048816386794017,0.843562874251497,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.6040431167022319,0.6067254955111044,0.8436484632870154,0.843562874251497,0.8434742509580415,0.921352377508588,0.9185291997116077,0.91993862261937,5548.0,0.3645320197044335,0.3333333333333333,0.34823529411764703,444.0,0.5262449528936743,0.5683139534883721,0.546470999301188,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,mixed_noise,before_norm,0.5738634563204469,0.812874251497006,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5594126007239413,0.5919862829916317,0.8281433682699683,0.812874251497006,0.8198547609046005,0.9161844315848423,0.8846431146359048,0.9001375515818432,5548.0,0.30855018587360594,0.3738738738738739,0.3380855397148676,444.0,0.4535031847133758,0.5174418604651163,0.48336727766463,688.0,augmented_mixed
BiLSTM,bilstm_augmented_mixed,mixed_noise,after_norm,0.5579752254887892,0.812874251497006,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/bilstm_robustness_metrics.csv,0.5482280283097571,0.569460459310772,0.8227886544863245,0.812874251497006,0.8174846126153317,0.91212848440096,0.890591204037491,0.9012311901504788,5548.0,0.2797494780793319,0.30180180180180183,0.2903575297941495,444.0,0.4528061224489796,0.5159883720930233,0.48233695652173914,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,clean,before_norm,0.6606794711920293,0.8589820359281437,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6473977718423507,0.680051038488397,0.8708172929758985,0.8589820359281437,0.8641761044028845,0.9413831360946746,0.9176279740447008,0.9293537787513692,5548.0,0.3864406779661017,0.5135135135135135,0.4410058027079304,444.0,0.6143695014662757,0.6090116279069767,0.6116788321167883,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,clean,after_norm,0.6523440686395068,0.8520958083832335,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6356210676661562,0.6793092219497713,0.8695685694647193,0.8520958083832335,0.8595676451483649,0.943509165731388,0.9091564527757751,0.9260143198090692,5548.0,0.36335403726708076,0.527027027027027,0.43014705882352944,444.0,0.6,0.6017441860465116,0.6008708272859217,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,no_accent,before_norm,0.5825379920723566,0.807185628742515,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.5579345897546342,0.6201187858101727,0.8387467657395551,0.807185628742515,0.8204880323171965,0.9307141474743565,0.8667988464311464,0.8976201586560896,5548.0,0.29516129032258065,0.41216216216216217,0.34398496240601506,444.0,0.4479283314669653,0.5813953488372093,0.5060088551549652,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,no_accent,after_norm,0.5754923029002378,0.800748502994012,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.5503196217854638,0.6179676515938484,0.8393888171167274,0.800748502994012,0.8169048697662867,0.9338292873923257,0.8597692862292718,0.8952702702702703,5548.0,0.27521613832853026,0.43018018018018017,0.335676625659051,444.0,0.4419134396355353,0.563953488372093,0.4955300127713921,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,repeated_char,before_norm,0.5940485518856976,0.8098802395209581,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.565513259422956,0.640889444339462,0.8471138198589253,0.8098802395209581,0.8247300434790377,0.9402633130280998,0.8624729632299928,0.8996897621509824,5548.0,0.32040472175379425,0.42792792792792794,0.36644165863066536,444.0,0.43587174348697394,0.6322674418604651,0.5160142348754448,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,repeated_char,after_norm,0.650283231117858,0.8513473053892215,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6342049721105328,0.6760879774494569,0.8683010085894836,0.8513473053892215,0.8586280870699295,0.9422753596114328,0.9091564527757751,0.925419686267315,5548.0,0.3615023474178404,0.5202702702702703,0.4265927977839335,444.0,0.5988372093023255,0.5988372093023255,0.5988372093023255,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,special_char,before_norm,0.6259873775422371,0.8416167664670658,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6123770716044405,0.6455788231517176,0.8556514926547819,0.8416167664670658,0.8478805508284195,0.9333333333333333,0.9059120403749099,0.9194182749474069,5548.0,0.34505862646566166,0.46396396396396394,0.3957732949087416,444.0,0.5587392550143266,0.5668604651162791,0.5627705627705628,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,special_char,after_norm,0.6516803549423028,0.8516467065868264,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6347080960695686,0.67886272218967,0.8693201197933562,0.8516467065868264,0.8592144802057924,0.9434774471270821,0.9086157173756308,0.9257184831512257,5548.0,0.36180124223602483,0.5247747747747747,0.42830882352941174,444.0,0.5988455988455988,0.6031976744186046,0.6010137581462708,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,masked_word,before_norm,0.6278645832490776,0.8414670658682635,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6163835875251028,0.6467919846793021,0.8564387914102313,0.8414670658682635,0.8480573508525374,0.9320712694877505,0.9051910598413843,0.9184345281638625,5548.0,0.33225806451612905,0.46396396396396394,0.38721804511278196,444.0,0.5848214285714286,0.5712209302325582,0.5779411764705882,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,masked_word,after_norm,0.6138949851219451,0.8248502994011976,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.5997627437845209,0.6466131556767613,0.8533413510160338,0.8248502994011976,0.8367403223592882,0.9330671230271915,0.8844628695025234,0.9081151105764782,5548.0,0.2962962962962963,0.5045045045045045,0.37333333333333335,444.0,0.5699248120300752,0.5508720930232558,0.5602365114560236,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,slang_teencode,before_norm,0.6570380872552192,0.8568862275449102,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6442092063286354,0.6762890585879385,0.8692002018416359,0.8568862275449102,0.8622825732527303,0.9400665926748057,0.9160057678442682,0.9278802264013146,5548.0,0.3775167785234899,0.5067567567567568,0.4326923076923077,444.0,0.6150442477876106,0.6061046511627907,0.6105417276720352,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,slang_teencode,after_norm,0.6508452392845592,0.8517964071856288,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.6343117301548374,0.6771170514086462,0.8689826648414964,0.8517964071856288,0.8591824135872763,0.9431669470929146,0.9093366979091565,0.925942920069744,5548.0,0.3615023474178404,0.5202702702702703,0.4265927977839335,444.0,0.5982658959537572,0.6017441860465116,0.6,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,mixed_noise,before_norm,0.5402719664861954,0.7514970059880239,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.5118713744391777,0.6141123266422976,0.8318965699150633,0.7514970059880239,0.7810955115110303,0.9383795309168443,0.7932588320115357,0.8597382301230709,5548.0,0.2457293035479632,0.42117117117117114,0.3103734439834025,444.0,0.3515052888527258,0.627906976744186,0.4507042253521127,688.0,augmented_mixed
PhoBERT,phobert_augmented_mixed,mixed_noise,after_norm,0.560414828727385,0.7836826347305389,/content/drive/MyDrive/Deep/vietnamese-toxic-comment-classification/outputs/results/note08b/phobert_augmented_robustness_metrics.csv,0.5366207234127544,0.608629879942819,0.8331423745584361,0.7836826347305389,0.804070738631136,0.9294680215182307,0.8408435472242249,0.8829374467682407,5548.0,0.24347826086956523,0.44144144144144143,0.31385108086469177,444.0,0.4369158878504673,0.5436046511627907,0.4844559585492228,688.0,augmented_mixed
