model_name,train_setting,noise_type,eval_text_variant,n_samples,n_train,accuracy,macro_precision,macro_recall,macro_f1,f1_clean,f1_offensive,f1_hate,support_clean,support_offensive,support_hate
svm_note08,augmented_mixed,repeated_char,after_norm,6680,168322.0,0.8523952095808384,0.6266310817870879,0.601473673586398,0.6129267628153001,0.9255224147169138,0.3872549019607843,0.5260029717682021,5548,444,688
svm_note08,augmented_mixed,special_char,after_norm,6680,168322.0,0.8537425149700599,0.6286079122068929,0.6044528006234299,0.615336888711785,0.9263759828448892,0.3842364532019704,0.5353982300884956,5548,444,688
svm_note08,augmented_mixed,masked_word,after_norm,6680,168322.0,0.838622754491018,0.5904955986150003,0.5601553908412865,0.5736063668785448,0.9164962205424633,0.3107769423558897,0.4935459377372817,5548,444,688
svm_note08,augmented_mixed,slang_teencode,after_norm,6680,168322.0,0.8537425149700599,0.6281699315866444,0.6044528006234299,0.6151815009102477,0.9264587615047807,0.3832923832923833,0.5357933579335793,5548,444,688
svm_note08,augmented_mixed,mixed_noise,after_norm,6680,168322.0,0.8320359281437125,0.5820923228767748,0.5795472099755227,0.5806364553057641,0.9128399063569241,0.3337222870478413,0.49534717251252686,5548,444,688
xlmr_note08,original,clean,after_norm,6680,7998.0,0.6199101796407186,0.4657425654993164,0.5962424390571555,0.4649504757739659,0.7526367293682723,0.22551020408163266,0.41670449387199276,5548,444,688
xlmr_note08,original,no_accent,after_norm,6680,7998.0,0.28892215568862273,0.3990469831011986,0.46493558392147455,0.2531916380454736,0.35489074644376006,0.14711191335740073,0.2575722543352601,5548,444,688
xlmr_note08,original,repeated_char,after_norm,6680,7998.0,0.6164670658682635,0.463865325093802,0.5939537009805366,0.46253401832246027,0.74880174291939,0.22119815668202766,0.4176021553659632,5548,444,688
xlmr_note08,original,special_char,after_norm,6680,7998.0,0.6175149700598802,0.46590437533735535,0.5973531387979921,0.46437126107792714,0.7502997275204359,0.2259203227433182,0.41689373297002724,5548,444,688
xlmr_note08,original,masked_word,after_norm,6680,7998.0,0.49326347305389223,0.45011553709255314,0.5700270721418087,0.4038301914910422,0.6255134090359991,0.187263339070568,0.3987138263665595,5548,444,688
xlmr_note08,original,slang_teencode,after_norm,6680,7998.0,0.6164670658682635,0.46536223244770447,0.5965081524071983,0.46349350151882684,0.7494819500490785,0.2255790533736153,0.41541950113378684,5548,444,688
xlmr_note08,original,mixed_noise,after_norm,6680,7998.0,0.25523952095808383,0.3979852574282581,0.4690082094300669,0.2350017748742972,0.29337395277989337,0.14254224834680382,0.26908912349619446,5548,444,688
xlmr_note08,augmented_mixed,clean,after_norm,6680,15996.0,0.6429640718562875,0.47530296176061837,0.6162055127846279,0.48211899973608974,0.7706027721070162,0.24280067758328627,0.4329535495179667,5548,444,688
xlmr_note08,augmented_mixed,no_accent,after_norm,6680,15996.0,0.38547904191616766,0.40871916933781777,0.5047271360074214,0.3183280126652401,0.4968152866242038,0.1649659863945578,0.2932027649769585,5548,444,688
xlmr_note08,augmented_mixed,repeated_char,after_norm,6680,15996.0,0.6417664670658683,0.4745190897132517,0.6150341900559871,0.48120538177672917,0.769263836646964,0.24139875916525663,0.4329535495179667,5548,444,688
xlmr_note08,augmented_mixed,special_char,after_norm,6680,15996.0,0.640119760479042,0.47450223587579393,0.6146395458603084,0.48036845437760123,0.7682204758316288,0.2392877017250974,0.4335971855760774,5548,444,688
xlmr_note08,augmented_mixed,masked_word,after_norm,6680,15996.0,0.5441616766467066,0.4607354696219335,0.5989852421795212,0.4348782041590383,0.6748837209302325,0.20624259186092453,0.4235082996859578,5548,444,688
xlmr_note08,augmented_mixed,slang_teencode,after_norm,6680,15996.0,0.6422155688622755,0.4752494494744875,0.6154806898160883,0.481761727373571,0.7699914015477214,0.2403577417551705,0.4349360388178209,5548,444,688
xlmr_note08,augmented_mixed,mixed_noise,after_norm,6680,15996.0,0.34595808383233534,0.4077065123066877,0.5014637317185061,0.2992463798201089,0.44008834897846494,0.15509915014164305,0.3025516403402187,5548,444,688
